Ref,Val,Package,PosX,PosY,Rot,Side
"J201","MOTOR","PinHeader_1x03_P1.27mm_Vertical",145.935600,-82.307000,90.000000,bottom
"J202","FPC","FPC-SMD_3P-P1.00_HDGC_1.0K-LS-3PWB-BOTTOMCONTACT",153.530200,-81.697400,180.000000,bottom
